cid,text,amp_prob,reason
7090289217964245761,kailan gaganapin?,0.2,Neutral - no clear amplification indicators
7084903221852406530,kelan po kaya...para makasama din sa mga rally ng uniteam🥰🥰🥰,0.1,Substantial text - appears genuine
7089256379122254594,finish na. my nanalo na,0.15,Moderate text length - likely genuine
7085005148661400322,God bless Philippines 🇵🇭🙏,0.2,Neutral - no clear amplification indicators
7090202803154993921,Thank you po INC ❤️💚,0.15,Moderate text length - likely genuine
7082675328262570754,kelan,0.2,Neutral - no clear amplification indicators
7085099423281283841,Yes BBM 🥰 Sarah kaming lahat para sa pag babago 💯,0.1,Substantial text - appears genuine
7082722364479849217,kelan po kaya sila ppnta,0.15,Moderate text length - likely genuine
7090570585859900161,"BBMSARA UNITEAM PO TAYO STRAIGHT
GLORY TO GOD",0.15,Moderate text length - likely genuine
7088859389368648449,pwedi po e save,0.2,Neutral - no clear amplification indicators
7084756663626105601,Kailan po,0.2,Neutral - no clear amplification indicators
7085007215307784961,"Thank you sa mga kapatid nating INC. Pati nrn sa iba pa na tahimik na sumusuporta ky bbm at sara. Now, lets pray na wlang dayaan na mngyari. 🙏🙏🙏",0.1,Substantial text - appears genuine
7085340591973827330,"Walang iwanan vote BBM SARAH
ANG IHALAL NTIN.",0.15,Moderate text length - likely genuine
7082692364603179777,sayang Wala ako sa pinas praud inc BBm Sarah✌️👊,0.1,Substantial text - appears genuine
7082631583076926209,❤💚❤💚✌👊SOLID!,0.9,Low-effort political phrase
7085146767687385858,game npo kami inc♥️,0.2,Neutral - no clear amplification indicators
7085164187219510017,alam ko katapusan pa,0.2,Neutral - no clear amplification indicators
7090307801352504065,tapos na kayo,0.2,Neutral - no clear amplification indicators
7085185395075810049,salamat sa inc. they did a great choice d man ako inc pero salamat salamat inc....,0.1,Substantial text - appears genuine
7085189461277491970,Alam na this may nanalo na bbm lng malakas🥰🥰🥰,0.1,Substantial text - appears genuine
7085164122195264258,weehhh totoo?,0.2,Neutral - no clear amplification indicators
7085157727810388738,tapos ang laban,0.2,Neutral - no clear amplification indicators
7082626111402296065,grabe talaga ang disiplina ng inc.. 🥰🥰 lets go for a change 🥰,0.8,"Emotional manipulation: ""grabe"""
7082616023890821890,thank you so much Inc .. Kita naman po SA kulay Ng BBM 🥰🥰🥰,0.1,Substantial text - appears genuine
7085169825190019841,Tapos ang laban go #BBM🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7085168679897350913,ulit ulit mag salita,0.2,Neutral - no clear amplification indicators
7085185071816393473,iwan ko nalang kung talo pa si bbm nito lilipat na ako mars. gawing adviser si digong para tapos na ang laban,0.1,Substantial text - appears genuine
7090282318685979394,tapos na ang laban!!!,0.2,Neutral - no clear amplification indicators
7085003427340010241,pwede po ba ma save? paringgan ko lang mga kaibigan kong mama pinks,0.1,Substantial text - appears genuine
7084380881695376129,"👊MABUHAY ✌🏾🌠,",0.67,"High emoji-to-text ratio (4 emojis, 1 words)"
7082610034391253761,dapat naka bulletproof na si bbm at sara niyan kasi marami ng nag tatangka,0.1,Substantial text - appears genuine
7082977698918023938,salamat INC🥰,0.2,Neutral - no clear amplification indicators
7085341644811371266,solid bBM sarah,0.2,Neutral - no clear amplification indicators
7090440249301861121,wala p pong choice inc....,0.15,Moderate text length - likely genuine
7085225585211147009,Go go go mga ka-BBM-SARA..ipakita ang suporta at lakas ng mga pagkakaisa,0.3,"Coordination phrase: ""mga ka-"""
7085327749912953602,Kasama poba alamano alamano,0.2,Neutral - no clear amplification indicators
7090125847700914945,totoo ba to?,0.2,Neutral - no clear amplification indicators
7085308494396113666,WALA NA FINISH NA! 🇮🇹🇮🇹🇮🇹🇮🇹,0.2,Neutral - no clear amplification indicators
7085308934823215874,Yes hndi po nagkamali ng pagpili BBM solid🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7081904677856084738,pinagamit po yung arena pero wala pa po kaming ineendorse pls...,0.1,Substantial text - appears genuine
7085297718519956225,grabe na solid talaga🥰🥰🥰🥰🥰 panalo na wag lang dadayain...,0.8,"Emotional manipulation: ""grabe"""
7090108811784585986,salamat po inc,0.2,Neutral - no clear amplification indicators
7090329788204204801,wala na my nanalo na 💞💞💞,0.2,Neutral - no clear amplification indicators
7085308277776777985,Solid BBM♥️,0.9,Low-effort political phrase
7085255070057251585,Solid BBM SARAH🥰,0.2,Neutral - no clear amplification indicators
7090097741686653698,bbm sarah,0.2,Neutral - no clear amplification indicators
7085239071764988674,slamat INC 🥰,0.2,Neutral - no clear amplification indicators
7089101707015258882,totoo b?,0.2,Neutral - no clear amplification indicators
7082583677423321857,Finish na HAHAHHAHAHHS,0.2,Neutral - no clear amplification indicators
7085292220886663938,Kelan po ito?,0.2,Neutral - no clear amplification indicators
7083350427047379714,proud inc Po🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹,1.0,Excessive emojis (10) - algorithmic trigger
7085341513399927554,Lesssgooww!! Mag nanalo naaa 💚❤️👊🏻✌🏻,0.2,Neutral - no clear amplification indicators
7090091342357021441,SALAMAT PO 🙏🥰,0.2,Neutral - no clear amplification indicators
7083349339904672514,kelan yan ..,0.2,Neutral - no clear amplification indicators
7082967004331901698,BBM solid kami,0.2,Neutral - no clear amplification indicators
7084446892637602561,"ehem mga ka leni jan kumusta???2x 😂😂😂😂
pano bayan? BBM sulid talaga",0.2,Neutral - no clear amplification indicators
7085340371685163778,BBM SARAH SOLID.,0.2,Neutral - no clear amplification indicators
7085332958738973442,bbm,0.9,Single political name + emojis only
7085338757162992385,OMG totoo po ba???? 🥰,0.2,Neutral - no clear amplification indicators
7085321179573273346,kaya ba 1m? supporters mga ka BBM,0.15,Moderate text length - likely genuine
7090139116843172610,ok lang matalo walang ewanan,0.15,Moderate text length - likely genuine
7090118929829839618,Finish na🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7085332042158146305,"KUNG HINDI SINUNGALING ANG PAMUNUAN NG IGLESIA NI NIANALO NI CRISTO,TALUNIN NYO SI TITO SOTTO SA PAG KA VICE KAHIT LAHAT NA KAYO BOMOTO KAY SARA TALO",0.1,Substantial text - appears genuine
7085332646804488962,tapos nilangaw,0.2,Neutral - no clear amplification indicators
7081797718641115906,yari kayong lahat sapagkat sigurado na ang panalo ni BBM,0.1,Substantial text - appears genuine
7085335158396191490,😂😂😂😂😂,0.67,"High emoji-to-text ratio (5 emojis, 0 words)"
7082198735853781761,YEZZZ!!!! impossible na tlga talunin BBM❤️💚 Bantayan mga mandaraya,0.1,Substantial text - appears genuine
7082603049935504129,welcome po kayo sa bulacan❤️💚,0.8,"Location targeting: ""bulacan"""
7086661346653700866,BBM!!!! 🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 1 words)"
7086766307152118529,proud Bulacan pero ndi bbm,0.8,"Location targeting: ""bulacan"""
7084469316606919425,wala na may nanalo na😂😂❤️💚,0.2,Neutral - no clear amplification indicators
7085330367074534146,pagkatapos bumoto deretso sa arena para magka alaman🥰🥰🥰panigurado salubungan na daan close dahil sa dami Ng bbm supporters,0.1,Substantial text - appears genuine
7082932961444315905,😳😳😳 ganito reaction ko nang marinig ko ang INC.,0.2,Neutral - no clear amplification indicators
7083102532322657025,"hindi pa nman sinasabi ng INC,bbm❤sara na kme,.handa na kme👊✌",0.1,Substantial text - appears genuine
7085343564330255106,kelan ba yan,0.2,Neutral - no clear amplification indicators
7083886657346863873,fresh pa Po ba to sir?,0.15,Moderate text length - likely genuine
7090163726313243394,panalo na,0.9,Low-effort political phrase
7084995624466187009,bat dika mag content ng nagawa ni BBM boy. wagmo takutin sa pa rally nyu dahil sa pasig lang waleeee na kayo hahha,0.8,"Location targeting: ""pasig"""
7085501789487186689,solid BBM🥰🥰🥰,0.9,Low-effort political phrase
7082635065251431170,Sugoddd🥰🥰🇮🇹🇮🇹,0.67,"High emoji-to-text ratio (6 emojis, 1 words)"
7085346085325751041,mga katrabaho kong INC solid BBMSARA kahit wala pa anunsyo sa kanila❤❤💚,0.1,Substantial text - appears genuine
7081465579156620034,"SAMA SAMA TAYO!
DOESN'T MATTER KONG ANU RELIGION MO PAG ANG INUUNA AY PAG KAKAISA.
💚🕊️❤️",0.1,Substantial text - appears genuine
7081436437195080449,"go,go,go BBM na tayo mga kapatid INC✌️✌️✌️",0.1,Substantial text - appears genuine
7083187771506656002,ilang ba ang artista dyanang ang ymatend dysn,0.15,Moderate text length - likely genuine
7090375136524190466,ready na kami INC,0.2,Neutral - no clear amplification indicators
7090395951328199426,I'm proud to be INC . lokal Ng las pinas po.. sana ang pipiliin nang ating tagapamahal ay tapat at Hindi kurakot ..na Pangulo ..God bless mga kapatid!,0.8,"Location targeting: ""las pinas"""
7081803711345328898,bakit d pwede isave🥺,0.2,Neutral - no clear amplification indicators
7085343556830839554,"kayu lng,,ky Leni ako...............",0.15,Moderate text length - likely genuine
7090528178565038849,kaya pala nag networking nalang ung kakampink 🤣,0.15,Moderate text length - likely genuine
7085737979200963329,tapos na🥰,0.2,Neutral - no clear amplification indicators
7083365333411169025,Wala na finish na ang laban🥰 ❤️💚,0.2,Neutral - no clear amplification indicators
7085343518524375809,Sabi ng kuya kong inc wala padaw po pasya pero malapit na 😊😊,0.1,Substantial text - appears genuine
7090164771009708802,"mànanalo kung sino ang may malaking pondo . . .di naman libre mag rally jan. korek , tapos na ang eleksyon",0.1,Substantial text - appears genuine
7083369236244464385,salamat inc go bbm,0.2,Neutral - no clear amplification indicators
7085447364521083649,YES5X MABUHAY BBM AT ANG BAGONG PILIPINAS🥰🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7090167991027188481,Sana May sticker na mailabas kagaya ng kay prrd nung 2016,0.1,Substantial text - appears genuine
7084440420658578177,Tayo balahibo nila😅 #BBM101%🇵🇭🙏✌🏽👊🏼❤️💚,1.0,Excessive emojis (10) - algorithmic trigger
7084422193937138433,congrats po sa bbm and Sara tandem,0.15,Moderate text length - likely genuine
7090170906492420866,wow! sa true ba? 🥰🥰❤️💚🌹,0.2,Neutral - no clear amplification indicators
7090438998783034113,Bbmsara,0.2,Neutral - no clear amplification indicators
7090436814657536770,"Dun sa ""Tapos ang maliligayang araw"" 😂😂😂",0.2,Neutral - no clear amplification indicators
7090413093024645889,kelan po ba gganapin ang rally,0.15,Moderate text length - likely genuine
7085896454552142593,"INC PO AKO AT WALA PA PONG PASYA ANG PAMAMAHALA, HUWAG PO NATIN SILA PANGUNAHAN.",0.1,Substantial text - appears genuine
7085908390383420161,panalo natayo BBM yahooooooo🥰🥰🥰🥰🥰ty po,0.2,Neutral - no clear amplification indicators
7085166757518181121,tapos ang laban😂😂,0.2,Neutral - no clear amplification indicators
7085340618893165313,hindi nilalabas ng Media yan😁,0.15,Moderate text length - likely genuine
7083257886108877570,PROUD INC..kung ano PASYA NG PAMAMAHALA.DOON KAMI.. SOLID BBM.🙏🙏🙏,0.1,Substantial text - appears genuine
7082748709515199234,Hindi pa naman po official na si BBM po talaga ang dadalhin naming mga INC. But I'm really hoping po. ❤️💚,0.1,Substantial text - appears genuine
7090177523908084482,"Buti nalang hindi ako Kakampink, kundi naku kakabahan at malulungkot ako sa video na to!",0.1,Substantial text - appears genuine
7085340671603311362,BWAHAHAHAHAHAAHAHAHAHAHAHAAHAAHAHA🤣😂🤣😂🤣😂🤣🤣😂😂🤣🤣🤣😂🤣,0.67,"High emoji-to-text ratio (6 emojis, 1 words)"
7082780903029736193,LEGIT BA TO?,0.2,Neutral - no clear amplification indicators
7086778025941467905,kaya red si BBM tapos green si sara tapos ung pinaka iglesya ung white,0.1,Substantial text - appears genuine
7083662392692835073,yes na yes na po talagang may nanalo na 👊✌️❤️💚✨🇵🇭😀😄,0.2,Neutral - no clear amplification indicators
7084304274377163521,bbm,0.9,Single political name + emojis only
7082935663377122050,mga leni Jn Kabahan n kayu !,0.15,Moderate text length - likely genuine
7085348174411367170,BBM solid,0.9,Low-effort political phrase
7083026001365664513,100%BBMSARA 2022❤💚,0.2,Neutral - no clear amplification indicators
7090176051590415105,thank you INC solid bbm tyo,0.15,Moderate text length - likely genuine
7082696507161821954,true ba yan? nakapagdesisyon na INC Kung sino iboboto? Kung true kaya pla naghahapit na Yung kabilang partido,0.1,Substantial text - appears genuine
7084749039950398210,solid bbm & sara ❤💚👊✌🇵🇭,0.67,"High emoji-to-text ratio (6 emojis, 3 words)"
7090142062464828161,kung ano po ba ang endorse ng taga pamahala ng INC ayun yung iboboto?,0.1,Substantial text - appears genuine
7090323211472700161,tapos agad,0.2,Neutral - no clear amplification indicators
7081805791166726913,Ready na kami 🇮🇹🇮🇹🇮🇹,0.67,"High emoji-to-text ratio (6 emojis, 3 words)"
7088859983018476290,kelan po kaya Yung grand rally,0.15,Moderate text length - likely genuine
7090093563232862978,"game na po, 🇮🇹🇮🇹 mga kapatid hehehe BBM po supporters 🥺🥺🥰🥰",0.2,Neutral - no clear amplification indicators
7090554341924274945,ano po source?,0.2,Neutral - no clear amplification indicators
7090536073420047106,Wala pa po,0.2,Neutral - no clear amplification indicators
7083466937933792001,Pangunahan na sabihin na naman ng mga lutang hakot nasa looban po ang arena kaya kaylangan po ng shuttle or service.pag inggit pikit😅😅😂😂,0.2,Neutral - no clear amplification indicators
7082691029132051202,wala sanang dayaang mangyayari 🥺,0.15,Moderate text length - likely genuine
7085561525364654850,MARAMING SALAMAT INC ❤️❤️💚💚✌️✌️,0.67,"High emoji-to-text ratio (6 emojis, 4 words)"
7086690294095315713,May catholic nmn at may mga matitino ang isip na di susunod sa iglesia na yan pilipino at mga kabataan ang magpapanalo kay president leni kiko tandem,0.1,Substantial text - appears genuine
7084100817959437057,parang gusto ko umattend.😍😍😍😍,0.67,"High emoji-to-text ratio (4 emojis, 4 words)"
7090738295323542274,go kami jan.we love bbm sara..,0.15,Moderate text length - likely genuine
7090159745650623233,HAHAHAHAHHAHAHHAHAHAHAHAAAHHAHAHHAHAHHAHAHAHHAHAHAHHAHAHAHHAHAHHAHAHHA,0.2,Neutral - no clear amplification indicators
7083300093012706049,wag po kaying manood sa mga TV kahit anong network na media mga vias po yun lahat😏😏😏 sa social media napo tyu 😏😏,0.2,Neutral - no clear amplification indicators
7085349431218045698,🙏🙏🙏🙏..solid bbm,0.9,Low-effort political phrase
7082333211430716162,WALA PA DAW FINAL SAY PERO LEGOOOO INC!!!!!! 🥰,0.15,Moderate text length - likely genuine
7090137106798134017,May nanalo na💪💪💪,0.2,Neutral - no clear amplification indicators
7083053716072563458,Ihanda na po lahat ng drones nyo ✌️👊❤️💚🤗🤗🤗,0.2,Neutral - no clear amplification indicators
7084589212476949250,wala na panalo na..✌️👊,0.15,Moderate text length - likely genuine
7082609173313667841,"1week bago sabihin kong sino iboboto, wlang sinabi kung sino",0.1,Substantial text - appears genuine
7082794166203859714,wag po nating pangunahan ang desisyon ng namamahala sa inc intayin po natin na sila ang mag bigay kung ano o sino ang ating i boboto mga kapatid.,0.1,Substantial text - appears genuine
7090155635798704898,Wala papong announcement ang inc kung sino po ang dadalin. Wait lang po tayo masyado tayo excited 😄,0.1,Substantial text - appears genuine
7085349530560021250,Wow..Txn u INC salute ako sa pagpili nyo txn u po kahit akoy catholic,0.1,Substantial text - appears genuine
7090452167269942017,Ingat po tayo,0.2,Neutral - no clear amplification indicators
7083064160187400961,ayos✌✌✌✌✌,0.67,"High emoji-to-text ratio (5 emojis, 1 words)"
7085348814315438849,"million din kami, finish na🥰🥰",0.15,Moderate text length - likely genuine
7082762059468948225,kelan po ito,0.2,Neutral - no clear amplification indicators
7082995366160794370,GAME NA KAME!!! 🇹🇯🇮🇹🇮🇹,0.67,"High emoji-to-text ratio (6 emojis, 3 words)"
7081429544158200578,Kelan ito,0.2,Neutral - no clear amplification indicators
7083331267659498241,inc lang sakalam😁✌,0.2,Neutral - no clear amplification indicators
7083059202847425282,best talaga president Namin ❤️❤️❤️,0.2,Neutral - no clear amplification indicators
7082705189728666370,kelan po🥺,0.2,Neutral - no clear amplification indicators
7083518294863119105,wala na finish na,0.2,Neutral - no clear amplification indicators
7083366045935239937,Legit n po ba?,0.2,Neutral - no clear amplification indicators
7084096723119391489,inc bbm🥰,0.2,Neutral - no clear amplification indicators
7083673750780773121,inc po kami for bbm🥰,0.15,Moderate text length - likely genuine
7084825693099393793,paktay na talaga.But pls do check the number at pangalan sa balota ok.May kumakalat na chismis na may mga nanlilito raw sa numbers ng candidate now.😏,0.1,Substantial text - appears genuine
7083901338476004123,ANO NA SIBUYAS LENI,0.2,Neutral - no clear amplification indicators
7083076085558166274,BBM Sara naba napili ng INC?,0.15,Moderate text length - likely genuine
7090313647985132290,catholic ako pero mlaki respect ko for the INC people.. #bbm-sara ❤️💚,0.1,Substantial text - appears genuine
7082744631745643266,IYAK TAWA NA SILA...BBM SOLID..YAHOOOO,0.15,Moderate text length - likely genuine
7090706555150746370,wala na finish na😅🥰,0.2,Neutral - no clear amplification indicators
7082933051579417345,BBM - SARA ❤️💚✌️👊,0.67,"High emoji-to-text ratio (4 emojis, 3 words)"
7083071234615264002,Kelan to?,0.2,Neutral - no clear amplification indicators
7082624356127703810,"klan po yan,",0.2,Neutral - no clear amplification indicators
7090170970765902594,solid bbm,0.9,Low-effort political phrase
7088853124177707778,BBM,0.9,Single political name + emojis only
7086705707386438402,may nanalo na,0.2,Neutral - no clear amplification indicators
7089074850245198593,kelan to,0.2,Neutral - no clear amplification indicators
7084570956961841921,bbm sarah solid,0.2,Neutral - no clear amplification indicators
7083011361538032386,yehey bbm 😘😘😘,0.2,Neutral - no clear amplification indicators
7082767107666576129,god is with us dinya pababayaan ang kanyang mga anak😊❤❤❤💚💚💚,0.2,Neutral - no clear amplification indicators
7082657426750915329,"wala ang pasya, wag tayong mga gawa gawa",0.15,Moderate text length - likely genuine
7090756484799398658,EY EY EYYYY!! TAPOS NA PO ANG LABAN INC SUPPORTS THEM ❤,0.1,Substantial text - appears genuine
7083067686988825345,Kelan to?,0.2,Neutral - no clear amplification indicators
7090356803204104962,Longest Caravan hahaha deny nga nag Guiness World of Records yan. May isa pa na Guiness World of Records ang Marcoses search mo dali.,0.1,Substantial text - appears genuine
7083576765146465025,wala pa pong pasya ang pamamahala kung sino ang iboboto,0.1,Substantial text - appears genuine
7085334266271810305,pa pin po,0.2,Neutral - no clear amplification indicators
7083309513767437057,kailan? tapos na ba to?,0.15,Moderate text length - likely genuine
7086654900050363137,da best bbmsarah tandem🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 4 words)"
7089087646827479810,sana may libreng sakay para maka punta✌✊👏👏❤❤,0.2,Neutral - no clear amplification indicators
7084834638636155649,BBMarcos Sara tandem🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7085353114467336962,wala pa pong pasya,0.2,Neutral - no clear amplification indicators
7084872512399868673,"kailan po gagawen ...pra mka punta
solid ..BBM / SARAH",0.1,Substantial text - appears genuine
7085123646343267074,yown,0.2,Neutral - no clear amplification indicators
7082596409278939905,bbm,0.9,Single political name + emojis only
7083645791474090753,may Nanalo na,0.2,Neutral - no clear amplification indicators
7080510531886973697,na confirm na ba talaga?? fake news ata yan,0.1,Substantial text - appears genuine
7080775335666959105,"On May 9:(PA PIN)
-Wag isuot ang inyong political color
-Nasa KALIWA po ng kandidato ang is shade
-Wag aalis pag hindi pa pinasok sa machine balota mo",0.1,Substantial text - appears genuine
7080741834640769793,Hehehehe kaya natin to mga kapatid go go go✌🏻🇮🇹🇮🇹🇮🇹,0.2,Neutral - no clear amplification indicators
7080767140035052290,sali tau lets make history again for BBM/Sara,0.15,Moderate text length - likely genuine
7080509229592773377,uniteam ❤️💚✌️👊🇵🇭🥰🙏,0.2,Neutral - no clear amplification indicators
7080742760601092865,may nanalo na ata,0.2,Neutral - no clear amplification indicators
7080505311311758081,Yes bbm ako at sara uniteam,0.15,Moderate text length - likely genuine
7080743077727634177,"pagyan sila natalo ,.. hahahahaha Ewan q nlang tlga , bilib na tlga aq sa mga pinklawans 😂",1.0,"Political attack term: ""pinklawan"""
7081585423507620609,❤💚❤💚,0.67,"High emoji-to-text ratio (4 emojis, 0 words)"
7080743591018611457,GAME OVER! ✌️👊,0.2,Neutral - no clear amplification indicators
7080744087862641410,"Yes Thanks god
thank you INC🥰✌️❤️💚🇵🇭🇹🇼",0.2,Neutral - no clear amplification indicators
7080753248386368258,SALAMAT INC! SANA SUPORTAHAN NIYO DIN SI BBM hanggang dulo! Ka Criz pinapatawad na kita!,0.1,Substantial text - appears genuine
7080738482674762498,iyak mga lenlenians hahahaa,0.2,Neutral - no clear amplification indicators
7081259606399927042,ibig po bang sabihin na endorso ng inc ang uniteam?ask lang,0.1,Substantial text - appears genuine
7080746533352112897,Wow panalo na Yan ehh❤️💪✌️,0.2,Neutral - no clear amplification indicators
7080747854654472962,🥰🥰🥰,0.3,Only emojis (3) no text
7094440838893585154,POSTSA FB PLSSSS,0.2,Neutral - no clear amplification indicators
7094465395684229889,"""SEE THE CHAMPION""❤️💚🇵🇭",0.67,"High emoji-to-text ratio (4 emojis, 4 words)"
7094553224132870913,❤️💚✌🏻👊🏻,0.67,"High emoji-to-text ratio (6 emojis, 1 words)"
7094222585067635457,yes...bbm sarah for the win....,0.15,Moderate text length - likely genuine
7094253328758309633,A presidential candidate who deserves the seat for presidency✌🏾❤️,0.8,"Emotional appeal: ""deserve"""
7095216341019738881,Music title: WAVI'N FLAG,0.15,Moderate text length - likely genuine
7095222633457074946,The song is old but it's emerald😏,0.15,Moderate text length - likely genuine
7095224247278256898,"WE WILL WIN THIS, BBM!!!",0.15,Moderate text length - likely genuine
7095235302318637825,BBM FOR PRESIDENT 🥺🥰🥰,0.2,Neutral - no clear amplification indicators
7095233558868132610,congrats in advance my president 💞,0.15,Moderate text length - likely genuine
7095221077852308225,OUR NEXT PRESIDENT ❤️,0.2,Neutral - no clear amplification indicators
7095210132007305985,Red is a powerful colour ❤️,0.15,Moderate text length - likely genuine
7095315198374216450,sure win na thissss,0.2,Neutral - no clear amplification indicators
7095226553226806017,"GOD WILL SURELY PICK THE BEST CANDIDATE, MAY GOD BLESS YOU OUR PRESIDENT BBM❤️💚🤍",0.1,Substantial text - appears genuine
7095250753564656410,"thank u for this, super accurate ❤️💚",0.15,Moderate text length - likely genuine
7095418906882065153,goosebumps ❤️💚,0.8,"Emotional manipulation: ""goosebumps"""
7095346711278797569,victory!!💚❤️,0.2,Neutral - no clear amplification indicators
7095242547383354113,lets goooooo claim the price 🥇🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆,1.0,Excessive emojis (24) - algorithmic trigger
7095243595116053250,❤️💚💪👊✌️,0.67,"High emoji-to-text ratio (5 emojis, 1 words)"
7095418654795432706,Yesss BBM-SARAHDUTERTE for the winnn💚❤️💚❤️,0.2,Neutral - no clear amplification indicators
7095205864285651713,❤️💚,0.2,Neutral - no clear amplification indicators
7095510736411050753,goosebumps !! ❤️💚,0.8,"Emotional manipulation: ""goosebumps"""
7095496279539057410,🇵🇭❤️💚🤞🙏,0.67,"High emoji-to-text ratio (5 emojis, 1 words)"
7095286020048405250,"Voting straight for UNITEAM🇵🇭
#BBMforPresident2022❤✌🏻🐅
#SARADU30forVP2022💚👊🏻🦅",0.2,Neutral - no clear amplification indicators
7095516291326935810,YAAAASSSS!!!! ✌🏻❤️💚👊🏻,0.67,"High emoji-to-text ratio (6 emojis, 2 words)"
7095225765339742977,Bbm- Sarah for the win❤️💚,0.15,Moderate text length - likely genuine
7095246039338533633,"""SEE THE CHAMPION""❤️💚🇵🇭",0.67,"High emoji-to-text ratio (4 emojis, 4 words)"
7094460792984322818,"Make the Philippines Great Again
❤️💚🌼🙏🍀🇵🇭✨",0.2,Neutral - no clear amplification indicators
7095253286320292609,when BBM win. let us post this Victory song!!!,0.1,Substantial text - appears genuine
7095229318699254529,𝚕𝚎𝚝'𝚜 gooooo[funnyface][happy][loveface],0.15,Moderate text length - likely genuine
7095325234206655234,philipines arena 😳,0.2,Neutral - no clear amplification indicators
7095228537900860161,"""Unify us"" woww unity ❤💚",0.2,Neutral - no clear amplification indicators
7095514356498400001,I may not botante but atleast my whole family will vote bbm and sara❤💚✌👊,0.2,Neutral - no clear amplification indicators
7095236698749240065,❤️❤️❤️,0.2,Neutral - no clear amplification indicators
7095236757205566210,🥺💖,0.2,Neutral - no clear amplification indicators
7095308965328388866,IPANALO NATING TO TOMORROW 🙏🤞✨,0.15,Moderate text length - likely genuine
7095232801800946434,🥰🥰🥰🥰🥰🥰🥰,1.0,High emoji count (7) minimal text
7095228474608501505,manifestingg 🤞❤️💚,0.2,Neutral - no clear amplification indicators
7095234166786474753,wave our flag 🇵🇭,0.2,Neutral - no clear amplification indicators
7095230617293636354,1 days left!!!,0.2,Neutral - no clear amplification indicators
7095232570807517954,🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 0 words)"
7095228644524114689,advance congratulations kay President Bong Bong😊✌️❤️,0.2,Neutral - no clear amplification indicators
7095230678069691138,❤️💚,0.2,Neutral - no clear amplification indicators
7095234647416259329,❤️💚,0.2,Neutral - no clear amplification indicators
7095233989937480449,299🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,1.0,Excessive emojis (16) - algorithmic trigger
7095229713811456769,❤,0.3,Only emojis (1) no text
7095230076308439809,❤️💚❤️💚,0.67,"High emoji-to-text ratio (4 emojis, 1 words)"
7095239938840789761,history 💗💗💗,0.2,Neutral - no clear amplification indicators
7095303836894003970,❤️💚,0.2,Neutral - no clear amplification indicators
7095240744764130049,goosebumps 🥰😳,0.8,"Emotional manipulation: ""goosebumps"""
7095229312492110594,goosebumps😳,0.8,"Emotional manipulation: ""goosebumps"""
7095505973002978050,I'm ready to use this vid later,0.15,Moderate text length - likely genuine
7095382500838589186,♥️💚♥️💚♥️💚,0.67,"High emoji-to-text ratio (6 emojis, 1 words)"
7095227746221376258,♥️💚,0.2,Neutral - no clear amplification indicators
7095271229908632321,❤️💚,0.2,Neutral - no clear amplification indicators
7095251805466624770,perfect song for our Perfect Uniteam!!!,0.15,Moderate text length - likely genuine
7095509702897173249,goosebumps,0.8,"Emotional manipulation: ""goosebumps"""
7095513878188147458,goosebumps😁,0.8,"Emotional manipulation: ""goosebumps"""
7095390455542170369,I'm not crying😭😭😭,0.2,Neutral - no clear amplification indicators
7095240248179081985,This sound 👍,0.2,Neutral - no clear amplification indicators
7095249070922400513,am i the only one who's scared of sharing anything that's related to the election coz I'm scared of the close minded people 👀,0.1,Substantial text - appears genuine
7095244008624374530,❤️💚❤️💚❤️💚❤️💚,1.0,High emoji count (8) minimal text
7095239823388082945,i miss this song.,0.2,Neutral - no clear amplification indicators
7095262232963678977,☺️✨💚🧿,0.2,Neutral - no clear amplification indicators
7095516868395533058,today is the day🥰,0.2,Neutral - no clear amplification indicators
7095238127287255810,the music have a lot of memories and the video is calming ❤️,0.1,Substantial text - appears genuine
7095355072720634626,Can't wait to cast my vote for you tomorrow!,0.1,Substantial text - appears genuine
7095509794253144834,LETSSSS GOOOOOOOOOO !!!!,0.2,Neutral - no clear amplification indicators
7095239507373097729,Hi,0.2,Neutral - no clear amplification indicators
7094581550113309442,kaya di magamit gamit ng kakampink ang song na to kasi flag nila pink,0.1,Substantial text - appears genuine
7094545346214789889,wag mo to idelete. story ko to after May 9,0.1,Substantial text - appears genuine
7094206590370267905,maganda yung pagkakatugma mo sa lyrics at sa cut video 😉 ipagpatuloy mo yan ❤️,0.1,Substantial text - appears genuine
7094827970288288513,!! CREDIT'S SA IDEA @ !!,0.2,Neutral - no clear amplification indicators
7094735497351856898,sa Pilipinas lang ata malala mag bardagulan ang mga kandidato eh 😭😭😭,0.1,Substantial text - appears genuine
